waitTime,numInQueue,sessionTime,hoursToDeadline,signUpTimeClean,bitAndKarel,imagesAndGraphics,mapsAndDictionaries,lambdas,fileReading,grids,strings,userInteraction,queuesAndStacks,recursion,structs,objectOrientedProgramming,pointersAndMemory,sorting,hashTables,CS106ABinary,TAsPerSession
20,31,0.03,53.08333333,0.7875,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
39,14,0.01,53.38333333,1.775,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
51,0,0.01,53.48333333,33333.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
50,6,0.02,5.4,77778.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
52,0,0.0,5.416666667,33333.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
30,28,0.02,5.033333333,55556.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
57,0,0.01,53.48333333,33333.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
41,31,0.01,53.08333333,0.7875,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
55,21,0.01,53.3,22222.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
64,11,0.0,53.43333333,66667.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
54,23,0.03,5.2,11111.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22
59,19,0.01,5.25,77778.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
78,0,0.0,53.48333333,33333.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
77,6,0.02,5.4,77778.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
53,34,0.01,4.983333333,88889.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
69,22,0.01,5.216666667,66667.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
75,17,0.02,5.283333333,88889.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
65,28,0.01,53.1,55556.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
84,13,0.02,5.35,11111.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
91,6,0.02,53.46666667,77778.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
74,33,0.01,53.06666667,44444.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
76,28,0.01,5.033333333,55556.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22
73,35,0.01,4.95,77778.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
90,25,0.01,5.133333333,88889.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
22,27,0.0,53.16666667,77778.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
79,34,0.01,4.916666667,66667.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
81,34,0.01,52.98333333,66667.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
15,35,0.0,4.9,11111.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
76,34,0.03,4.833333333,88889.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
84,35,0.03,52.88333333,33333.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
76,36,0.02,4.8,77778.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
80,36,0.02,4.783333333,22222.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
83,36,0.01,4.783333333,22222.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
80,32,0.01,4.716666667,881.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22
81,32,0.02,52.78333333,881.8,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
69,31,0.0,52.71666667,77778.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
82,31,0.01,4.65,77778.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
84,31,0.02,4.65,77778.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22
81,34,0.02,52.65,55556.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
82,32,0.02,52.61666667,44444.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
87,32,0.01,52.6,88889.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
20,33,0.0,52.58333333,33333.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
85,34,0.01,52.56666667,77778.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
85,35,0.0,4.483333333,22222.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
84,35,0.01,4.466666667,66667.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
85,36,0.01,4.45,11111.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
85,37,0.01,52.5,55556.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
81,36,0.01,4.316666667,66667.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
88,36,0.02,52.38333333,66667.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
87,36,0.02,4.3,11111.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
4,36,0.0,4.3,11111.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
88,36,0.02,52.36666667,11111.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
87,38,0.01,52.33333333,81875.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
86,38,0.01,52.28333333,33333.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
87,38,0.01,52.28333333,33333.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
85,39,0.02,52.25,22222.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
86,40,0.02,4.166666667,66667.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
81,37,0.0,52.13333333,33333.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
84,38,0.01,52.11666667,77778.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
79,38,0.03,3.966666667,83125.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
85,38,0.01,52.03333333,83125.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
1,38,0.01,52.01666667,44444.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
83,38,0.02,51.98333333,33333.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
77,38,0.01,51.86666667,44444.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
78,36,0.02,3.716666667,66667.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
75,37,0.01,51.71666667,44444.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
74,37,0.01,3.616666667,33333.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
71,35,0.02,51.61666667,11111.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
66,33,0.01,51.5,22222.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
28,30,0.0,51.43333333,85625.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
66,31,0.01,3.333333333,88889.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
66,32,0.02,3.316666667,33333.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
65,32,0.01,3.283333333,22222.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
65,33,0.01,3.266666667,66667.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
67,33,0.01,3.266666667,66667.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
66,34,0.01,51.31666667,11111.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
27,33,0.0,3.133333333,22222.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
60,32,0.0,3.083333333,55556.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
14,32,0.0,3.083333333,55556.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
59,31,0.01,3.033333333,88889.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
57,31,0.01,51.06666667,77778.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
58,31,0.0,51.06666667,77778.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
58,31,0.02,51.06666667,77778.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
64,34,0.01,51.05,22222.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
64,34,0.01,2.966666667,66667.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
65,34,0.01,51.03333333,66667.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
61,35,0.02,50.96666667,44444.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
52,27,0.0,2.733333333,88889.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9
49,26,0.01,50.73333333,66667.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
47,25,0.01,2.633333333,55556.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
45,26,0.01,50.66666667,44444.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
49,26,0.01,50.66666667,44444.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
47,27,0.01,2.55,77778.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
48,27,0.0,2.55,77778.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
47,27,0.01,2.483333333,55556.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
50,27,0.02,50.55,55556.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
49,29,0.02,2.466666667,89375.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
51,30,0.0,50.51666667,44444.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
16,30,0.0,2.416666667,33333.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
49,29,0.02,2.383333333,22222.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
33,28,0.0,50.4,55556.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
45,29,0.0,50.35,88889.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
39,26,0.01,2.183333333,55556.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
30,26,0.0,50.25,55556.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
44,26,0.02,50.25,55556.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
42,26,0.0,50.21666667,44444.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
31,27,0.0,2.133333333,88889.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
41,27,0.02,2.133333333,88889.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
40,24,0.02,50.1,55556.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
40,25,0.01,2.016666667,0.9125,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
41,25,0.0,50.08333333,0.9125,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
44,27,0.01,50.06666667,44444.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
43,28,0.06,50.05,88889.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
40,29,0.01,1.933333333,22222.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
44,29,0.01,1.916666667,66667.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9
27,27,0.0,49.95,55556.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
45,24,0.01,49.91666667,44444.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9
3,36,0.0,29.03333333,33333.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
4,34,0.01,29.05,88889.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
14,29,0.01,29.21666667,44444.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
32,0,0.01,29.48333333,33333.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
11,33,0.0,29.1,55556.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
33,8,0.0,29.46666667,77778.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
25,19,0.0,-18.68333333,2.775,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
32,15,0.03,29.45,22222.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
34,0,0.03,29.48333333,33333.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
10,34,0.01,29.05,88889.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
36,0,0.02,29.48333333,33333.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
21,32,0.02,-18.93333333,66667.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
41,15,0.0,-18.61666667,22222.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22
43,8,0.01,29.46666667,77778.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
46,0,0.02,29.48333333,33333.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
20,24,0.0,-18.78333333,66667.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
47,8,0.02,-18.6,77778.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
36,26,0.01,-18.81666667,55556.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
50,0,0.02,29.48333333,33333.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
24,36,0.01,29.03333333,33333.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
57,18,0.03,29.4,55556.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
62,8,0.02,29.46666667,77778.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
64,8,0.01,29.46666667,77778.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
39,39,0.01,29.0,22222.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
44,36,0.01,-19.03333333,33333.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
52,31,0.02,29.16666667,77778.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
74,0,0.02,-18.58333333,33333.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
66,22,0.01,29.33333333,33333.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
62,28,0.01,29.23333333,78125.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
69,24,0.01,317.2166667,66667.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22
86,0,0.01,-18.58333333,33333.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
76,29,0.0,-18.85,44444.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
90,15,0.03,-18.61666667,22222.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
87,20,0.03,29.35,88889.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
86,22,0.01,29.33333333,33333.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
83,26,0.03,29.25,55556.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
68,39,0.02,-19.06666667,22222.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
99,0,0.02,29.48333333,33333.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
100,8,0.02,-18.6,77778.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
96,20,0.01,29.35,88889.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
75,38,0.01,28.98333333,66667.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
3,38,0.0,28.98333333,66667.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
78,39,0.02,28.96666667,11111.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
85,38,0.01,28.95,55556.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
88,38,0.02,28.93333333,79375.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
84,33,0.0,-19.23333333,66667.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
85,33,0.01,-19.23333333,66667.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
82,31,0.04,28.7,22222.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
83,31,0.01,-19.36666667,22222.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
77,29,0.02,28.6,88889.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
75,30,0.02,28.55,22222.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
78,30,0.01,-19.51666667,22222.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
81,32,0.0,-19.53333333,66667.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
78,32,0.02,28.48333333,0.8125,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
79,32,0.01,28.48333333,0.8125,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
81,32,0.0,-19.58333333,0.8125,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
81,35,0.01,-19.6,44444.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
81,35,0.0,-19.61666667,88889.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
79,35,0.02,28.41666667,77778.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
80,35,0.02,28.4,22222.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
80,36,0.01,28.38333333,66667.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
79,37,0.02,28.36666667,11111.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22
81,37,0.04,28.33333333,81875.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
81,37,0.0,-19.73333333,81875.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
82,37,0.03,28.33333333,81875.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
83,37,0.0,28.33333333,81875.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
85,41,0.04,28.31666667,44444.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
79,38,0.0,28.21666667,11111.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
80,38,0.01,28.2,55556.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
77,39,0.0,316.1,44444.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12
76,39,0.01,-19.95,77778.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
77,39,0.01,28.11666667,77778.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
78,41,0.01,-19.96666667,22222.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
74,41,0.03,28.01666667,44444.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
54,42,0.0,-20.08333333,33333.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
72,41,0.02,27.95,22222.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
77,41,0.01,-20.11666667,22222.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
77,43,0.01,-20.13333333,66667.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
80,43,0.0,27.93333333,66667.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
80,43,0.0,27.93333333,66667.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
80,46,0.02,27.91666667,11111.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
80,45,0.01,-20.16666667,55556.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
80,45,0.0,27.9,55556.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
85,44,0.02,-20.23333333,33333.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
78,44,0.01,27.83333333,33333.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
87,44,0.01,27.83333333,33333.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
88,46,0.02,27.78333333,66667.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
88,46,0.0,27.75,55556.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
86,46,0.03,27.71666667,44444.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
87,47,0.0,27.7,88889.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
85,47,0.02,27.66666667,77778.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
74,46,0.01,27.46666667,11111.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
74,47,0.02,-20.61666667,55556.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
76,47,0.0,315.3833333,55556.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12
70,44,0.02,27.28333333,0.8625,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
69,44,0.02,-20.83333333,33333.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
68,45,0.01,27.2,22222.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
67,43,0.02,27.15,55556.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
68,43,0.01,-20.93333333,86875.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
67,43,0.01,27.11666667,44444.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
64,38,0.02,-21.03333333,66667.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
73,38,0.0,-21.03333333,66667.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
71,38,0.01,26.98333333,2.875,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
67,37,0.0,-21.15,77778.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
0,33,0.0,-21.21666667,55556.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
67,33,0.01,-21.21666667,55556.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
66,33,0.03,26.83333333,88125.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
66,33,0.0,-21.23333333,88125.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
59,33,0.0,26.76666667,77778.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
63,33,0.0,26.73333333,66667.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
59,34,0.01,26.71666667,11111.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
64,34,0.01,-21.35,11111.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
66,34,0.01,26.71666667,11111.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
64,35,0.01,26.61666667,77778.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
65,35,0.01,-21.45,77778.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
64,34,0.02,26.58333333,66667.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
61,32,0.01,-21.55,44444.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
64,32,0.01,-21.55,44444.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
67,34,0.01,26.5,88889.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
63,34,0.02,-21.65,11111.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
62,34,0.01,26.38333333,882.9,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
60,35,0.02,26.35,88889.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
58,35,0.03,26.3,22222.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
63,35,0.05,26.3,22222.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
60,33,0.02,26.25,55556.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
63,33,0.01,26.25,55556.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
61,33,0.02,26.21666667,44444.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
64,34,0.01,26.2,88889.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
66,34,0.01,26.2,88889.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
69,34,0.01,26.2,88889.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12
7,35,0.0,-21.88333333,33333.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
70,36,0.01,-21.9,77778.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
69,37,0.0,26.13333333,66667.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,14
69,37,0.01,26.1,55556.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,14
21,3,0.0,77.26666667,33333.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16
24,2,0.01,77.31666667,2.775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16
13,4,0.01,77.13333333,88889.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16
30,0,0.01,77.41666667,33333.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16
29,1,0.01,77.4,77778.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16
2,0,0.02,76.63333333,22222.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16
0,0,0.02,76.5,77778.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16
1,0,0.01,76.48333333,22222.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16
0,0,0.01,76.38333333,88889.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16
0,0,0.01,76.36666667,33333.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16
6,0,0.01,76.31666667,66667.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16
3,1,0.0,76.25,44444.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16
