waitTime,numInQueue,sessionTime,hoursToDeadline,signUpTimeClean,adjustedSessionTAs,bitAndKarel,imagesAndGraphics,mapsAndDictionaries,lambdas,fileReading,grids,strings,userInteraction,queuesAndStacks,recursion,structs,objectOrientedProgramming,pointersAndMemory,sorting,hashTables,CS106ABinary
21,11,0.01,74.26666667,33333,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,9,0.01,122.3,22222,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
0,8,0,-45.71666667,66667,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,8,0.01,-45.73333333,11111,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
27,9,0.01,122.25,55556,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
28,8,0.02,-45.8,88889,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
25,9,0.01,-45.86666667,66667,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,4,0.01,-46,22222,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7,3,0.01,-46.03333333,11111,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,2,0.01,73.73333333,55556,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
3,2,0.02,-46.25,88889,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8,2,0.04,73.66666667,33333,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8,1,0.01,73.63333333,22222,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
10,2,0.01,-46.31666667,66667,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13,2,0.01,-46.31666667,66667,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18,4,0.02,121.65,55556,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
13,4,0.01,-46.35,55556,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
16,5,0,73.53333333,88889,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
13,5,0.02,-46.46666667,66667,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11,5,0,121.5,55556,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
2,5,0,-46.5,55556,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22,5,0.05,73.4,44444,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
11,6,0.02,121.45,88889,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
9,6,0.01,73.33333333,22222,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
26,5,0,121.3333333,94375,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
29,0,0.02,53.4,77778,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13,11,0.01,101.2,88889,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
29,0,0.02,53.4,77778,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
29,0,0,101.4666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
8,13,0.01,101.1,55556,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
3,14,0,52.95,77778,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
27,5,0.01,53.35,11111,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
19,10,0,53.2,11111,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
24,7,0,101.35,88889,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
33,0,0,101.4666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
28,8,0.01,101.3333333,33333,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
33,12,0.01,53.11666667,33333,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
45,6,0.01,101.3833333,8.775,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
48,4,0.01,53.36666667,66667,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
50,9,0.01,101.3,22222,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
33,11,0.01,100.9833333,66667,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
33,7,0,100.9333333,79375,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
33,6,0.01,100.8666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
0,7,0.01,100.8333333,66667,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
30,7,0.01,52.75,11111,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
29,8,0.01,100.7833333,858.8,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
27,9,0.01,52.68333333,88889,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
8,7,0.01,100.6166667,44444,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
5,8,0.01,100.5666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
18,8,0,52.5,77778,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
18,10,0.01,-67.48333333,11111,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14,7,0,100.4333333,33333,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
18,7,0.01,52.36666667,33333,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
14,8,0.02,100.3333333,81875,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
11,5,0.01,52.21666667,33333,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,3,0.01,100.2,55556,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
10,3,0.01,52.11666667,8.825,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
11,3,0,52.11666667,8.825,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11,2,0.02,100.0833333,66667,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
9,3,0.01,100.05,55556,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
9,3,0.01,100.05,55556,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
13,5,0.01,100.0333333,83125,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
12,4,0.01,99.96666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
12,5,0,51.88333333,22222,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
18,5,0.01,99.95,22222,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
19,7,0.02,99.93333333,66667,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
1,7,0.02,99.93333333,66667,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
18,5,0.01,99.9,55556,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
16,6,0,99.86666667,44444,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
21,7,0,51.78333333,88889,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
3,8,0,51.76666667,33333,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
18,8,0.02,51.73333333,22222,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
17,7,0.01,51.7,11111,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
23,7,0.03,99.76666667,11111,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
21,8,0.01,51.66666667,84375,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
8,9,0,51.63333333,88889,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
25,10,0.01,-68.31666667,33333,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,10,0.01,99.68333333,33333,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
1,7,0.01,51.51666667,58.85,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20,7,0.02,99.58333333,58.85,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
18,7,0.01,99.55,88889,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
20,7,0.02,99.55,88889,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
20,9,0.01,51.46666667,33333,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,9,0,99.53333333,33333,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
19,7,0.01,51.4,11111,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
25,7,0.01,51.4,11111,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
25,9,0.01,99.41666667,44444,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
24,10,0,51.33333333,88889,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
24,9,0,51.3,77778,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
24,10,0.01,99.31666667,11111,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
25,11,0.01,51.21666667,0.8625,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
23,9,0.01,99.25,88889,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
23,10,0.01,99.23333333,33333,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
22,9,0.01,99.2,22222,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
20,10,0.01,99.16666667,11111,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
5,10,0.01,99.13333333,86875,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
16,9,0.03,50.96666667,66667,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
15,7,0.02,50.9,44444,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
18,7,0.02,98.96666667,44444,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
16,8,0.03,98.91666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
20,9,0.01,98.9,22222,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
17,7,0.01,98.85,55556,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
20,6,0.01,50.76666667,88125,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
6,6,0.01,98.83333333,88125,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
18,8,0.01,50.73333333,88889,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
24,8,0.02,50.73333333,88889,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
28,9,0.02,98.75,22222,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
28,8,0.05,98.68333333,0.8875,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
2,7,0.02,98.63333333,33333,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
25,8,0.01,98.61666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
25,6,0.01,50.5,11111,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
24,7,0.01,98.55,55556,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
25,8,0.01,50.46666667,89375,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
36,8,0.03,98.53333333,89375,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
6,8,0,98.48333333,33333,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
32,9,0.01,98.45,22222,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
31,9,0.01,98.4,55556,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
31,9,0.02,98.4,55556,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
33,10,0.01,98.38333333,858.9,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
29,11,0.01,50.3,44444,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
31,12,0.01,50.28333333,88889,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
42,13,0.02,98.33333333,33333,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
22,13,0,50.21666667,66667,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
39,14,0.02,98.26666667,11111,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
1,15,0.02,50.16666667,90625,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36,13,0.02,50.11666667,33333,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
38,12,0.02,98.15,22222,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
36,12,0,98.11666667,11111,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
34,13,0.02,98.05,88889,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
3,14,0.01,49.96666667,33333,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
31,14,0.01,49.88333333,55556,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36,9,0.01,97.88333333,33333,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
33,8,0.01,49.73333333,55556,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
35,9,0.01,97.76666667,44444,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
37,10,0.01,97.73333333,33333,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
37,11,0,49.65,77778,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
5,12,0,97.7,22222,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
1,13,0.01,49.6,11111,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34,10,0,97.61666667,44444,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
60,10,0,97.61666667,44444,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
1,11,0,49.51666667,33333,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,8,0.01,97.46666667,44444,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
2,22,0,77.01666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
29,2,0.01,77.46666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
29,5,0.01,77.45,22222,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
27,8,0,77.41666667,11111,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
7,17,0.02,77.08333333,0.7875,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
5,19,0.01,28.98333333,88889,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
30,2,0.01,29.4,77778,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
31,5,0.01,77.45,22222,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
27,12,0,29.31666667,9.775,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
29,9,0.01,77.4,55556,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
28,13,0.01,77.31666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
34,9,0.01,77.4,55556,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
27,15,0.01,77.16666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
29,14,0.01,29.13333333,88889,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
20,19,0.01,28.98333333,88889,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
47,9,0.01,29.33333333,55556,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
49,7,0.02,29.36666667,66667,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
25,22,0.01,77.01666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
56,0,0.02,77.48333333,33333,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
37,15,0.01,29.1,77778,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
57,2,0.01,77.46666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
35,18,0.01,77.06666667,44444,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
61,0,0.01,77.48333333,33333,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
34,21,0,77.03333333,33333,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
30,14,0.02,76.91666667,44444,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
27,15,0.01,28.83333333,88889,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
31,15,0,76.9,88889,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
32,15,0.01,76.9,88889,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
36,16,0.02,28.73333333,55556,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
36,17,0.01,76.78333333,859.8,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
35,18,0.01,76.76666667,44444,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
36,19,0.01,28.68333333,88889,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
36,17,0.01,76.71666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
4,17,0,76.71666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
50,19,0.01,76.66666667,11111,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
50,19,0.01,28.6,11111,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
49,20,0.01,28.58333333,55556,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,20,0,76.65,55556,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
2,20,0,76.65,55556,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
0,18,0.01,76.6,88889,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
46,18,0.01,28.53333333,88889,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
56,19,0.01,76.58333333,33333,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
50,14,0.01,76.46666667,44444,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
43,11,0.01,76.33333333,81875,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
5,11,0,28.26666667,81875,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,13,0,76.31666667,44444,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
42,14,0.02,76.3,88889,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
42,15,0.02,76.28333333,33333,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
50,15,0.01,76.28333333,33333,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
2,17,0,76.26666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
54,17,0.04,76.26666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
53,18,0.01,28.18333333,22222,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
53,18,0.01,28.18333333,22222,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
53,18,0.01,76.21666667,11111,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
50,18,0.02,28.13333333,55556,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
55,17,0.03,76.18333333,9.825,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
0,18,0.01,76.16666667,44444,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
51,16,0.14,76.1,22222,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
2,17,0.01,76.08333333,66667,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
2,18,0.01,76.06666667,11111,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
7,18,0.01,76.05,55556,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
6,18,0.01,76.01666667,44444,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
45,19,0.01,75.98333333,33333,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
47,19,0.01,27.91666667,33333,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
48,20,0.01,75.93333333,66667,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
2,20,0.01,75.91666667,11111,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
47,21,0.01,27.83333333,55556,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
47,21,0,75.88333333,0.8375,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
49,22,0.03,75.86666667,44444,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
13,23,0,27.78333333,88889,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
48,23,0.01,27.78333333,88889,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
47,21,0.03,75.83333333,33333,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
57,22,0.01,75.81666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
1,22,0.01,75.81666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
5,23,0.01,75.8,22222,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
55,24,0.02,75.76666667,11111,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
56,25,0,27.68333333,55556,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
58,25,0.01,75.75,55556,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
60,27,0.02,75.73333333,84375,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
34,27,0,27.66666667,84375,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
3,27,0,75.73333333,84375,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
64,29,0.01,27.65,44444,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
39,29,0,75.68333333,33333,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
1,24,0.01,27.51666667,59.85,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,24,0.01,27.5,44444,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
54,25,0.01,27.48333333,88889,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
3,25,0.01,75.55,88889,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
58,26,0.02,75.53333333,33333,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
50,25,0,27.31666667,33333,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
49,22,0.02,75.36666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
48,21,0.01,75.26666667,44444,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
57,20,0.02,75.21666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
55,20,0.01,75.18333333,66667,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
0,20,0.01,27.11666667,66667,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
55,20,0.01,75.18333333,66667,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
65,21,0.01,27.1,11111,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,20,0.01,27.05,44444,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,19,0.01,27.03333333,88889,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
62,19,0.01,75.1,88889,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
1,19,0.01,75.1,88889,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
61,17,0.01,75.05,22222,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
67,17,0.01,75.03333333,66667,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
3,18,0,26.95,11111,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
66,19,0.03,26.93333333,55556,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
3,19,0.02,75,55556,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
63,19,0,26.88333333,88889,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
62,20,0.01,74.91666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
63,20,0.01,74.86666667,11111,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
61,20,0,26.76666667,88125,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,20,0.01,26.75,44444,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
59,20,0.02,74.8,88889,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
58,20,0.01,26.71666667,33333,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
57,21,0.01,74.76666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
59,21,0.02,74.71666667,11111,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
42,22,0,74.7,55556,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
58,23,0,26.6,44444,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
62,23,0.02,74.66666667,44444,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
1,23,0,74.61666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
59,23,0,26.55,77778,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
58,24,0.01,26.51666667,66667,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,22,0.01,26.48333333,55556,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
53,21,0.01,74.46666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
0,21,0.02,74.46666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
6,21,0,74.46666667,77778,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
6,23,0.02,26.38333333,22222,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,24,0.01,74.41666667,11111,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
49,25,0.01,26.31666667,859.9,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
51,25,0.01,74.36666667,44444,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
52,25,0.02,74.33333333,33333,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
49,22,0.02,74.26666667,11111,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
53,22,0.01,74.26666667,11111,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
0,22,0.01,26.2,11111,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
5,24,0,26.16666667,90625,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
4,25,0,26.13333333,88889,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
49,26,0,26.11666667,33333,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
52,26,0.02,26.11666667,33333,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
51,27,0.05,74.15,22222,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
52,27,0.01,74.15,22222,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
2,28,0.01,74.13333333,66667,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
0,27,0,74.08333333,0.9125,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
