waitTime,numInQueue,sessionTime,daysLeftClean,daysLeft,hoursToDeadline,signUpTimeClean,adjustedSessionTAs,bitAndKarel,imagesAndGraphics,mapsAndDictionaries,lambdas,fileReading,grids,strings,userInteraction,queuesAndStacks,recursion,structs,objectOrientedProgramming,pointersAndMemory,sorting,hashTables,CS106ABinary
63,34,0.02,0.0,36.10,-21.65,11111.0,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
62,34,0.01,1.1,1.10,26.38333333,882.9,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
60,35,0.02,1.1,1.10,26.35,88889.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
58,35,0.03,1.1,1.10,26.3,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
63,35,0.05,1.1,1.10,26.3,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
60,33,0.02,1.09,1.09,26.25,55556.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
63,33,0.01,1.09,1.09,26.25,55556.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
61,33,0.02,1.09,1.09,26.21666667,44444.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
64,34,0.01,1.09,1.09,26.2,88889.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
66,34,0.01,1.09,1.09,26.2,88889.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
69,34,0.01,1.09,1.09,26.2,88889.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
7,35,0.0,0.0,36.09,-21.88333333,33333.0,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
70,36,0.01,-0.91,-0.91,-21.9,77778.0,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
69,37,0.0,1.09,1.09,26.13333333,66667.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
69,37,0.01,1.09,1.09,26.1,55556.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
21,3,0.0,3.22,3.22,77.26666667,33333.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24,2,0.01,3.22,3.22,77.31666667,2.775,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13,4,0.01,3.21,3.21,77.13333333,88889.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30,0,0.01,0.0,26.23,77.41666667,33333.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
29,1,0.01,3.23,3.23,77.4,77778.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0.02,3.19,3.19,76.63333333,22222.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.02,3.19,3.19,76.5,77778.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.01,3.19,3.19,76.48333333,22222.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.01,3.18,3.18,76.38333333,88889.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.01,3.18,3.18,76.36666667,33333.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6,0,0.01,3.18,3.18,76.31666667,66667.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,1,0.0,3.18,3.18,76.25,44444.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.01,3.17,3.17,75.98333333,55556.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.01,3.16,3.16,75.95,44444.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.01,0.0,26.16,75.81666667,0.8375,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.02,3.16,3.16,75.81666667,0.8375,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.01,3.16,3.16,75.8,44444.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.01,3.15,3.15,75.7,11111.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0.02,3.15,3.15,75.55,11111.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.01,3.14,3.14,75.41666667,66667.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.01,3.13,3.13,75.23333333,55556.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0.02,3.13,3.13,75,77778.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.01,3.12,3.12,74.93333333,55556.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0.02,3.12,3.12,74.93333333,55556.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.02,3.12,3.12,74.81666667,66667.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0.03,0.0,26.12,74.75,44444.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0.03,0.0,26.12,74.75,44444.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.01,3.1,3.10,74.36666667,66667.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0.01,-10.9,-10.90,-261.6833333,892.9,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0.0,3.09,3.09,74.26666667,33333.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.01,3.09,3.09,74.2,11111.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0.0,0.0,26.09,74.13333333,88889.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0.03,3.08,3.08,73.96666667,33333.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.01,3.08,3.08,73.83333333,88889.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.02,3.08,3.08,73.8,77778.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0,3.07,3.07,73.76666667,66667.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.01,3.07,3.07,73.58333333,55556.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0.03,3.06,3.06,73.41666667,0.9375,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0,0.0,26.06,73.3,11111.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.01,3.05,3.05,73.2,77778.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0.02,3.04,3.04,73.06666667,33333.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21,5,0.0,2.22,2.22,53.25,77778.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
29,2,0.01,2.22,2.22,53.36666667,66667.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25,4,0.02,2.22,2.22,53.3,44444.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
29,2,0.03,2.22,2.22,53.36666667,66667.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25,5,0.0,2.22,2.22,53.25,77778.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
37,0,0.01,2.23,2.23,53.4,77778.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17,10,0.02,9.21,9.21,221.1166667,11111.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
21,9,0.0,2.21,2.21,53.11666667,33333.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24,8,0.02,2.21,2.21,53.13333333,88889.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
39,0,0.0,2.23,2.23,53.4,77778.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18,11,0.0,2.21,2.21,53.03333333,55556.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
27,7,0.01,2.21,2.21,53.15,44444.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11,8,0.0,2.2,2.20,52.88333333,55556.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18,9,0.01,9.21,9.21,220.9333333,79375.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
1,9,0.0,2.2,2.20,52.86666667,79375.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21,9,0.03,2.2,2.20,52.86666667,79375.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18,10,0.01,2.2,2.20,52.8,77778.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19,10,0.01,2.2,2.20,52.8,77778.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15,11,0.0,0.0,25.20,52.78333333,22222.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24,7,0.0,2.2,2.20,52.71666667,893.8,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21,6,0.01,2.19,2.19,52.65,77778.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21,7,0.01,2.19,2.19,52.6,11111.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23,5,0.0,2.19,2.19,52.51666667,33333.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12,4,0.01,2.18,2.18,52.33333333,22222.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10,3,0.01,2.18,2.18,52.3,11111.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11,3,0.01,0.0,25.18,52.3,11111.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16,5,0.01,2.18,2.18,52.28333333,55556.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23,6,0.01,2.18,2.18,52.26666667,81875.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23,6,0.01,0.0,25.18,52.23333333,88889.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22,7,0.0,2.18,2.18,52.21666667,33333.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23,8,0.01,2.18,2.18,52.2,77778.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
31,8,0.01,2.18,2.18,52.2,77778.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
28,6,0.01,2.17,2.17,52.08333333,88889.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15,6,0.0,2.17,2.17,52.01666667,66667.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24,7,0.02,0.0,25.17,52,11111.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24,8,0.01,2.17,2.17,51.98333333,55556.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25,8,0.01,2.16,2.16,51.88333333,22222.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25,9,0.01,0.0,25.16,51.86666667,66667.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16,9,0.0,9.16,9.16,219.9333333,66667.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
12,8,0.0,0.0,25.16,219.8833333,0.8375,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
22,9,0.0,2.16,2.16,51.8,44444.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17,9,0.01,2.15,2.15,51.71666667,66667.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19,10,0.01,2.15,2.15,51.7,11111.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18,6,0.01,2.15,2.15,51.6,77778.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20,6,0.01,2.15,2.15,51.6,77778.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23,7,0.01,2.15,2.15,51.56666667,66667.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25,8,0.01,2.15,2.15,51.55,11111.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25,9,0.01,9.15,9.15,219.5833333,93.85,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
25,9,0.01,2.15,2.15,51.51666667,93.85,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24,9,0.02,2.14,2.14,51.45,77778.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16,8,0.01,0.0,25.15,51.43333333,22222.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30,8,0.0,0.0,25.14,51.38333333,55556.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
27,9,0.02,0.0,-30.86,-740.6166667,33333.0,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
27,9,0.0,2.14,2.14,51.3,77778.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
27,9,0.02,9.14,9.14,219.3,55556.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
21,7,0.01,2.13,2.13,51.13333333,22222.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16,5,0.01,0.0,25.13,51.03333333,88889.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14,6,0.0,9.13,9.13,219.05,22222.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
11,7,0.01,0.0,25.12,50.91666667,3.875,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13,8,0.0,2.12,2.12,50.9,44444.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10,6,0.01,2.12,2.12,50.85,77778.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10,7,0.02,2.12,2.12,50.83333333,22222.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9,8,0.0,2.12,2.12,50.81666667,66667.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9,6,0.0,2.12,2.12,50.76666667,88125.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,5,0.0,9.12,9.12,218.7833333,33333.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
7,5,0.0,9.12,9.12,218.7833333,33333.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
8,7,0.02,2.11,2.11,50.7,77778.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8,3,0.0,2.11,2.11,50.63333333,55556.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6,2,0.01,0.0,25.11,50.6,44444.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7,2,0.0,2.11,2.11,50.6,44444.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6,4,0.0,2.11,2.11,50.58333333,88889.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7,4,0.02,2.1,2.10,50.51666667,66667.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7,3,0.01,2.1,2.10,50.5,11111.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5,2,0.01,9.11,9.11,218.5333333,89375.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
5,3,0.01,2.1,2.10,50.45,44444.0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
10,3,0.01,0.0,25.10,50.45,44444.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,1,0.0,2.1,2.10,50.31666667,893.9,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,1,0.01,9.1,9.10,218.3333333,33333.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
2,0,0.01,0.0,25.09,218.25,55556.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
5,0,0.0,2.09,2.09,50.15,44444.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0.02,9.09,9.09,218.1166667,11111.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
1,0,0.01,9.08,9.08,218,22222.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
2,0,0.03,2.08,2.08,49.85,44444.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.01,2.07,2.07,49.76666667,66667.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.01,9.08,9.08,217.8333333,66667.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
2,0,0.02,2.07,2.07,49.73333333,55556.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0.01,2.07,2.07,49.73333333,55556.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0,2.07,2.07,49.66666667,33333.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0.01,9.07,9.07,217.7166667,77778.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
4,1,0.01,2.07,2.07,49.63333333,22222.0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
4,1,0.01,0.0,25.07,49.63333333,22222.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,2,0.0,2.07,2.07,49.58333333,55556.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0.01,0.0,25.07,49.53333333,88889.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,1,0.0,9.06,9.06,217.5333333,66667.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
3,1,0.02,9.06,9.06,217.5333333,66667.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
4,3,0.02,2.06,2.06,49.45,11111.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.01,2.06,2.06,49.33333333,22222.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.02,9.06,9.06,217.4,22222.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
6,0,0.01,9.06,9.06,217.35,55556.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
3,1,0.01,2.05,2.05,49.23333333,88889.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8,0,0.02,2.05,2.05,49.18333333,22222.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0.0,2.04,2.04,49.05,77778.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0.0,9.05,9.05,217.1,22222.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
17,4,0.01,8.22,8.22,197.2666667,11111.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
30,0,0.01,1.23,1.23,29.41666667,33333.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25,3,0.02,8.22,8.22,197.4,55556.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
29,2,0.0,1.22,1.22,29.38333333,22222.0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
33,0,0.0,8.23,8.23,197.4833333,33333.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
5,2,0.0,8.21,8.21,196.9833333,66667.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
7,2,0.0,8.21,8.21,196.9666667,11111.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
3,1,0.01,1.2,1.20,28.81666667,33333.0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
4,1,0.01,8.2,8.20,196.8833333,33333.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
1,0,0.0,0.0,24.20,28.71666667,894.8,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.01,1.19,1.19,28.56666667,80625.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.01,1.19,1.19,28.53333333,88889.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.02,1.19,1.19,28.53333333,88889.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.01,1.19,1.19,28.51666667,33333.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.01,1.19,1.19,28.51666667,33333.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.02,0.0,24.19,28.43333333,55556.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0.03,1.18,1.18,28.41666667,0.8125,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0,8.19,8.19,196.45,88889.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
1,0,0.0,1.18,1.18,28.36666667,33333.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.01,1.18,1.18,28.3,11111.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.01,8.18,8.18,196.3333333,81875.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
2,0,0.01,1.18,1.18,28.26666667,81875.0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0.01,1.18,1.18,28.25,44444.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0,0.0,24.18,28.21666667,33333.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0.02,1.18,1.18,28.2,77778.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5,1,0.0,1.17,1.17,28.16666667,66667.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5,2,0.0,8.18,8.18,196.2166667,11111.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
2,2,0.0,1.17,1.17,28.1,44444.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,2,0.01,0.0,24.17,28.1,44444.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.01,1.17,1.17,27.96666667,83125.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0.0,8.17,8.17,195.9833333,33333.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
2,1,0.01,8.16,8.16,195.9166667,11111.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
1,1,0.01,8.16,8.16,195.9,55556.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
3,0,0.01,8.16,8.16,195.8833333,0.8375,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
0,0,0.02,1.16,1.16,27.76666667,33333.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.02,1.16,1.16,27.76666667,33333.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0.01,8.16,8.16,195.8333333,33333.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
7,0,0.01,0.0,24.16,27.76666667,33333.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,1,0.01,1.15,1.15,27.71666667,66667.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6,2,0.01,1.15,1.15,27.66666667,84375.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6,2,0.01,1.15,1.15,27.66666667,84375.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8,2,0.02,1.15,1.15,27.65,44444.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9,2,0.01,8.15,8.15,195.7166667,44444.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
6,1,0.02,1.15,1.15,27.51666667,94.85,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11,1,0.0,0.0,24.15,27.51666667,94.85,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10,2,0.01,8.15,8.15,195.5666667,44444.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
1,3,0.0,8.15,8.15,195.5,22222.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
5,2,0.0,8.14,8.14,195.4666667,11111.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
5,3,0.0,8.14,8.14,195.4333333,85625.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
4,4,0.0,1.14,1.14,27.35,44444.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,3,0.01,8.14,8.14,195.4,88889.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
5,3,0.03,1.14,1.14,27.33333333,88889.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6,4,0.0,8.14,8.14,195.3833333,33333.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
6,3,0.01,8.14,8.14,195.35,22222.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
6,3,0.01,0.0,24.14,27.28333333,22222.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7,4,0.01,8.14,8.14,195.3333333,66667.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
7,3,0.02,1.13,1.13,27.21666667,0.8625,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,2,0.01,8.13,8.13,195.2333333,33333.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
0,0,0.01,8.13,8.13,195.15,55556.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
3,0,0.01,8.13,8.13,195.15,55556.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
0,0,0.0,8.13,8.13,195.1,88889.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
2,0,0.01,1.13,1.13,27.03333333,88889.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0.01,8.13,8.13,195.0833333,33333.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
2,1,0.01,1.13,1.13,27.01666667,33333.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.02,8.13,8.13,195.0333333,66667.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
3,0,0.01,8.13,8.13,195.0166667,11111.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
4,1,0.01,0.0,24.13,195,55556.0,,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
4,2,0.01,1.12,1.12,26.91666667,4.875,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9,2,0.02,1.12,1.12,26.91666667,4.875,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10,2,0.01,1.12,1.12,26.91666667,4.875,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10,4,0.01,1.12,1.12,26.9,44444.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12,5,0.01,1.12,1.12,26.88333333,88889.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11,4,0.01,1.12,1.12,26.85,77778.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13,5,0.02,0.0,-12.88,-309.1833333,66667.0,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
