waitTime,numInQueue,sessionTime,daysLeftClean,daysLeft,hoursToDeadline,signUpTimeClean,adjustedSessionTAs,bitAndKarel,imagesAndGraphics,mapsAndDictionaries,lambdas,fileReading,grids,strings,userInteraction,queuesAndStacks,recursion,structs,objectOrientedProgramming,pointersAndMemory,sorting,hashTables,CS106ABinary
4,13,0.04,-5.79,-5.79,-138.9666667,33333.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
4,13,0.04,9.21,9.21,-31.95,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
20,3,0.03,3.22,3.22,77.3,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
15,7,0.01,3.22,3.22,77.2,88889.0,,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
16,10,0.01,-1.33,-1.33,-31.81666667,77778.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
11,16,0.01,3.21,3.21,77.01666667,77778.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
36,1,0.01,3.22,3.22,77.38333333,2.775,,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
40,1,0.03,3.22,3.22,77.38333333,2.775,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
28,8,0.01,-5.78,-5.78,-138.8166667,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
28,8,0.01,9.22,9.22,-90.81666667,33333.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
18,6,0.01,3.21,3.21,76.93333333,79375.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
16,6,0.02,3.2,3.20,76.9,88889.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
11,6,0.01,3.2,3.20,76.8,55556.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
6,3,0.02,3.2,3.20,76.7,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
5,4,0.01,3.19,3.19,76.65,55556.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
4,3,0.01,3.19,3.19,76.63333333,80625.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,0.02,-5.81,-5.81,-139.4833333,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
0,0,0.02,9.19,9.19,-32.46666667,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
0,0,0.03,3.19,3.19,76.46666667,44444.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1,0,0.03,3.19,3.19,76.46666667,44444.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1,0,0.02,3.19,3.19,76.45,88889.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,0,0.01,-1.36,-1.36,-32.55,33333.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
4,0,0.01,3.18,3.18,76.43333333,33333.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3,0,0.02,-5.82,-5.82,-139.6333333,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
3,0,0.02,9.18,9.18,-32.61666667,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
4,0,0.01,3.18,3.18,76.36666667,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
4,3,0.01,3.18,3.18,76.35,55556.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
8,3,0.03,3.18,3.18,76.35,55556.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
11,1,0.02,-1.36,-1.36,-32.7,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
9,2,0.01,-5.82,-5.82,-139.75,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
9,2,0.01,9.18,9.18,-32.73333333,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
8,4,0.0,3.18,3.18,76.23333333,66667.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,0.01,3.18,3.18,76.23333333,66667.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
8,5,0.01,3.18,3.18,76.21666667,11111.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
7,6,0.01,-5.83,-5.83,-139.8,55556.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
7,6,0.01,9.17,9.17,-32.78333333,55556.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
5,8,0.01,3.17,3.17,76.15,88889.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
4,9,0.01,-5.83,-5.83,-139.8833333,77778.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
4,9,0.01,9.17,9.17,-91.88333333,77778.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
4,6,0.02,3.17,3.17,76.1,22222.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3,3,0.03,3.17,3.17,76.06666667,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
7,3,0.02,3.17,3.17,76.06666667,11111.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
9,3,0.02,-1.37,-1.37,-32.93333333,55556.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
5,1,0.02,3.16,3.16,75.95,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2,1,0.01,3.16,3.16,75.9,55556.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2,2,0.02,3.16,3.16,75.88333333,0.8375,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,2,0.0,-5.84,-5.84,-140.1166667,0.8375,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1,2,0.0,9.16,9.16,-33.1,0.8375,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1,1,0.02,-5.84,-5.84,-140.1333333,44444.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1,1,0.02,9.16,9.16,-33.11666667,44444.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
0,0,0.01,3.16,3.16,75.83333333,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
0,0,0.02,3.16,3.16,75.81666667,77778.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
4,0,0.01,3.16,3.16,75.78333333,66667.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
4,1,0.03,3.16,3.16,75.76666667,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
0,0,0.01,3.15,3.15,75.66666667,77778.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
5,0,0.04,3.15,3.15,75.66666667,77778.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
6,1,0.02,3.15,3.15,75.65,22222.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
6,2,0.03,3.15,3.15,75.63333333,66667.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
6,3,0.01,-5.85,-5.85,-140.3833333,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
6,3,0.01,9.15,9.15,-33.36666667,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
8,3,0.02,3.15,3.15,75.61666667,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
8,6,0.02,3.15,3.15,75.6,55556.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
6,6,0.01,3.15,3.15,75.56666667,44444.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
5,6,0.15,3.15,3.15,75.55,88889.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
5,6,0.01,-5.85,-5.85,-140.4666667,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
5,6,0.01,9.15,9.15,-33.45,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
10,6,0.01,3.15,3.15,75.53333333,33333.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
14,6,0.01,3.15,3.15,75.53333333,33333.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
16,6,0.0,3.15,3.15,75.53333333,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
17,9,0.02,-3.85,-3.85,-92.48333333,77778.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
12,10,0.0,3.15,3.15,75.5,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
13,5,0.03,3.14,3.14,75.43333333,85625.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
11,6,0.01,3.14,3.14,75.4,88889.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
11,6,0.0,-5.86,-5.86,-140.65,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
11,6,0.0,9.14,9.14,-92.65,22222.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
10,8,0.04,3.14,3.14,75.33333333,66667.0,,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
10,9,0.01,3.14,3.14,75.31666667,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
10,8,0.02,3.14,3.14,75.3,55556.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
13,8,0.01,3.14,3.14,75.3,55556.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
12,9,0.02,3.14,3.14,75.26666667,44444.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
17,9,0.01,3.14,3.14,75.26666667,44444.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
17,11,0.02,-5.86,-5.86,-140.75,88889.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
17,11,0.02,9.14,9.14,-33.73333333,88889.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
16,12,0.01,3.13,3.13,75.23333333,33333.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
14,11,0.01,3.13,3.13,75.2,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
13,12,0.01,3.13,3.13,75.18333333,66667.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
15,12,0.01,3.13,3.13,75.18333333,66667.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
14,11,0.0,3.13,3.13,75.16666667,11111.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
12,10,0.01,3.13,3.13,75.11666667,44444.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
16,11,0.01,3.13,3.13,75.1,88889.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
16,11,0.03,3.13,3.13,75.1,88889.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
17,12,0.01,3.13,3.13,75.08333333,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
16,12,0.02,3.13,3.13,75.06666667,77778.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
15,13,0.01,-5.87,-5.87,-140.95,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
15,13,0.01,9.13,9.13,-33.93333333,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
15,15,0.04,3.13,3.13,75.01666667,11111.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
15,16,0.01,3.13,3.13,75,55556.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
14,11,0.01,3.12,3.12,74.96666667,44444.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
19,12,0.0,3.12,3.12,74.95,88889.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
20,12,0.01,3.12,3.12,74.95,88889.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
22,12,0.02,3.12,3.12,74.95,88889.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
19,12,0.0,3.12,3.12,74.86666667,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
19,13,0.01,3.12,3.12,74.85,55556.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
20,12,0.01,-1.42,-1.42,-34.15,88125.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
18,9,0.01,3.12,3.12,74.8,88889.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
19,10,0.01,3.12,3.12,74.78333333,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
19,10,0.01,3.12,3.12,74.76666667,77778.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
17,9,0.02,3.11,3.11,74.71666667,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
16,10,0.01,3.11,3.11,74.7,55556.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
16,11,0.0,3.11,3.11,74.68333333,0.8875,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
16,12,0.05,-5.89,-5.89,-141.3333333,44444.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
16,12,0.05,9.11,9.11,-34.31666667,44444.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
23,12,0.01,3.11,3.11,74.66666667,44444.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
21,13,0.01,3.11,3.11,74.61666667,77778.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
21,13,0.02,-5.89,-5.89,-141.3833333,77778.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
21,13,0.02,9.11,9.11,-34.36666667,77778.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
21,16,0.01,3.11,3.11,74.6,22222.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
19,16,0.01,3.11,3.11,74.56666667,11111.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
22,16,0.01,3.11,3.11,74.56666667,11111.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
22,17,0.02,3.11,3.11,74.55,55556.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
19,15,0.02,3.1,3.10,74.48333333,33333.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
20,15,0.0,3.1,3.10,74.48333333,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
22,16,0.01,3.1,3.10,74.46666667,77778.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
21,13,0.02,-3.9,-3.90,-93.58333333,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
16,12,0.01,3.1,3.10,74.3,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
16,12,0.01,3.1,3.10,74.28333333,66667.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
17,12,0.03,3.1,3.10,74.28333333,66667.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
19,11,0.01,3.09,3.09,74.26666667,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
19,10,0.02,-1.45,-1.45,-34.73333333,55556.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
24,11,0.02,3.09,3.09,74.23333333,90625.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
22,11,0.01,3.09,3.09,74.2,88889.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
21,10,0.01,3.09,3.09,74.16666667,77778.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
21,10,0.03,3.09,3.09,74.13333333,66667.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
18,10,0.01,3.09,3.09,74.08333333,0.9125,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
16,9,0.02,3.08,3.08,74.03333333,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
15,9,0.01,3.08,3.08,74.01666667,77778.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
20,9,0.01,3.08,3.08,74.01666667,77778.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
21,9,0.01,3.08,3.08,74.01666667,77778.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
22,11,0.01,3.08,3.08,73.98333333,66667.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
25,12,0.02,-5.92,-5.92,-142.0333333,11111.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
25,12,0.02,9.08,9.08,-94.03333333,11111.0,,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
23,12,0.02,3.08,3.08,73.93333333,91875.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
23,13,0.02,-5.92,-5.92,-142.1166667,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
23,13,0.02,9.08,9.08,-35.1,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
23,15,0.01,3.08,3.08,73.85,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
25,14,0.01,-1.46,-1.46,-35.15,66667.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
23,12,0.02,3.07,3.07,73.78333333,2.925,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
23,11,0.02,-5.93,-5.93,-142.2333333,44444.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
23,11,0.02,9.07,9.07,-35.21666667,44444.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
24,13,0.01,3.07,3.07,73.73333333,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
24,13,0.01,3.07,3.07,73.73333333,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
26,15,0.01,-1.47,-1.47,-35.28333333,22222.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
28,14,0.02,3.07,3.07,73.66666667,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
27,15,0.02,3.07,3.07,73.65,55556.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
25,15,0.02,3.07,3.07,73.6,88889.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
27,16,0.0,3.07,3.07,73.58333333,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
27,16,0.01,3.07,3.07,73.58333333,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
29,16,0.01,-5.93,-5.93,-142.4166667,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
29,16,0.01,9.07,9.07,-35.4,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
25,17,0.01,3.06,3.06,73.51666667,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
23,16,0.01,3.06,3.06,73.48333333,0.9375,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
26,16,0.01,3.06,3.06,73.46666667,44444.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
24,17,0.02,3.06,3.06,73.43333333,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
4,15,0.01,2.21,2.21,53.05,88889.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
16,6,0.03,2.22,2.22,53.25,55556.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,17,0.01,2.21,2.21,53.01666667,77778.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
31,0,0.03,2.23,2.23,53.48333333,33333.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
30,1,0.01,-6.77,-6.77,-162.5333333,77778.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
30,1,0.01,8.23,8.23,-55.51666667,77778.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
15,7,0.02,-4.78,-4.78,-114.8,88889.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
12,11,0.01,-6.79,-6.79,-162.85,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
12,11,0.01,8.21,8.21,-55.83333333,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
13,11,0.04,2.21,2.21,53.15,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
16,7,0.02,-6.78,-6.78,-162.8,88889.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
16,7,0.02,8.22,8.22,-55.78333333,88889.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
22,5,0.02,2.22,2.22,53.28333333,66667.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
8,16,0.03,2.21,2.21,53.03333333,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
7,18,0.01,2.21,2.21,53,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
16,11,0.01,8.67,8.67,208.1666667,22222.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
40,3,0.02,2.23,2.23,53.45,22222.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
25,10,0.03,2.22,2.22,53.16666667,77778.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
44,3,0.02,2.23,2.23,53.45,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
17,16,0.03,2.21,2.21,52.98333333,66667.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,14,0.0,2.21,2.21,52.96666667,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
18,8,0.02,2.21,2.21,52.93333333,79375.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
19,8,0.01,2.21,2.21,52.93333333,79375.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
20,9,0.02,2.2,2.20,52.91666667,44444.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
17,7,0.01,2.2,2.20,52.85,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
19,8,0.02,2.2,2.20,52.83333333,66667.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
20,9,0.01,2.2,2.20,52.81666667,11111.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
12,6,0.02,2.2,2.20,52.68333333,66667.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
18,7,0.01,2.19,2.19,52.66666667,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
18,7,0.01,2.19,2.19,52.66666667,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
16,7,0.01,-2.35,-2.35,-56.38333333,88889.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
17,6,0.01,-6.81,-6.81,-163.45,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
17,6,0.01,8.19,8.19,-56.43333333,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
16,8,0.01,2.19,2.19,52.53333333,66667.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
15,8,0.01,-6.81,-6.81,-163.4833333,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
15,8,0.01,8.19,8.19,-115.4833333,11111.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
18,8,0.02,8.65,8.65,207.5333333,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
14,9,0.05,-6.81,-6.81,-163.55,88889.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
14,9,0.05,8.19,8.19,-115.55,88889.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
15,11,0.01,-6.82,-6.82,-163.5666667,33333.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
15,11,0.01,8.18,8.18,-56.55,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
16,13,0.01,2.18,2.18,52.41666667,77778.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
17,13,0.01,-6.82,-6.82,-163.5833333,77778.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
17,13,0.01,8.18,8.18,-56.56666667,77778.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
16,16,0.02,2.18,2.18,52.4,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
17,17,0.01,2.18,2.18,52.38333333,66667.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
12,15,0.01,2.18,2.18,52.3,88889.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
11,16,0.01,-6.82,-6.82,-163.7166667,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
11,16,0.01,8.18,8.18,-56.7,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
12,16,0.01,2.18,2.18,52.28333333,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
13,16,0.01,2.18,2.18,52.28333333,33333.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
13,15,0.0,2.18,2.18,52.26666667,77778.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
15,16,0.01,2.18,2.18,52.25,22222.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
13,14,0.02,-4.83,-4.83,-115.8,55556.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
14,14,0.0,-2.37,-2.37,-56.78333333,55556.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
11,13,0.02,2.17,2.17,52.15,88889.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
10,11,0.01,-6.83,-6.83,-163.8833333,77778.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
10,11,0.01,8.17,8.17,-56.86666667,77778.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
8,8,0.02,2.17,2.17,52.08333333,66667.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
8,8,0.01,-6.83,-6.83,-163.9333333,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
8,8,0.01,8.17,8.17,-56.91666667,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
8,8,0.01,2.17,2.17,52.06666667,11111.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
11,8,0.01,2.17,2.17,52.06666667,11111.0,,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
10,11,0.0,2.17,2.17,52.05,55556.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
8,11,0.02,2.17,2.17,52,88889.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
11,9,0.01,-6.83,-6.83,-164.0333333,77778.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
11,9,0.01,8.17,8.17,-116.0333333,77778.0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
